what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1286065346635
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286065358640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065369399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065372428
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065389760
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065397693
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065399785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065431000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065447603
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065524013
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065546053
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065668063
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065712418
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065712534
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065726840
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065756973
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286065761525
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065793573
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065805988
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1286065811378
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286065814377
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065818627
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065861556
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1286065869853
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286065872851
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1286065879928
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065887457
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065888514
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065894048
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065925619
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065930897
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065937921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065942083
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065978647
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286065980578
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286065980926
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286065983511
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286065983718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065991092
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286065992775
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066022583
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066203209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066211500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066217359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066253733
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066257111
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1286066263456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286066265054
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066273676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066289105
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066303390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066403415
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066416376
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066651224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066666671
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.showInformation",1286066666686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066668886
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066715022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066728042
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066785313
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066785430
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066789673
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066789786
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066793026
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066804470
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066804570
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066806611
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066813927
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286066815111
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.editor",1286066825476
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.TypeHierarchy",1286066832463
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1286066832546
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066835228
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1286066839089
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286066840957
